Volatility 3 Framework 2.0.0

Offset	Name	Size
0x11fa06e90	\Windows\System32\WPDShServiceObj.dll	216
0x11fa0a1c0	\Windows\System32\comdlg32.dll	216
0x11fa0ba70	\Windows\SysWOW64\wship6.dll	216
0x11fa0c8a0	\$Directory	216
0x11fa0df20	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\LOG	216
0x11fa0ec70	\Windows\System32\msmpeg2vdec.dll	216
0x11fa0ef20	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\CURRENT	216
0x11fa0f690	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\MANIFEST-000001	216
0x11fa108e0	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\000003.log	216
0x11fa11070	\Windows\System32\evr.dll	216
0x11fa119d0	\Users\Phil\AppData\Roaming\Microsoft\Windows\Network Shortcuts	216
0x11fa11b20	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Top Sites	216
0x11fa11f20	\Program Files\Google\Chrome\Application\97.0.4692.71\vk_swiftshader_icd.json	216
0x11fa128c0	\Program Files\Google\Chrome\Application\97.0.4692.71\d3dcompiler_47.dll	216
0x11fa13f20	\Program Files\Google\Chrome\Application\97.0.4692.71\vulkan-1.dll	216
0x11fa14a20	\Windows\System32\dxva2.dll	216
0x11fa17f20	\Windows\System32\cscobj.dll	216
0x11fa18140	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Extension State\MANIFEST-000001	216
0x11fa18290	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\metadata\CURRENT	216
0x11fa18730	\ProgramData\Microsoft\Windows\WER\ReportArchive	216
0x11fa19070	\Windows\System32\en-US\KernelBase.dll.mui	216
0x11fa1b070	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Code Cache\wasm\index-dir\the-real-index	216
0x11fa1b3d0	\Users\Phil\AppData\Local\Google\Chrome\User Data\Crowd Deny\2021.11.28.1202\Preload Data	216
0x11fa1b930	\Users\Phil	216
0x11fa1d570	\Windows\System32\dot3api.dll	216
0x11fa1d6c0	\Program Files\Google\Chrome\Application\97.0.4692.71\libGLESv2.dll	216
0x11fa1e470	\Windows\System32\hidserv.dll	216
0x11fa248e0	\Windows\System32\wwansvc.dll	216
0x11fa24d70	\Windows\SysWOW64\wevtapi.dll	216
0x11fa25560	\Windows\System32\rtm.dll	216
0x11fa26be0	\Windows\System32\AltTab.dll	216
0x11fa278f0	\Windows\System32\HelpPaneProxy.dll	216
0x11fa27ca0	\Windows\System32\IKEEXT.DLL	216
0x11fa27f20	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\E87CE99F124623F95572A696C80EFCAF_8E8D3D8C21E1F5DD1EFA497C9DCA77C0	216
0x11fa29f20	\Windows\System32\iphlpsvc.dll	216
0x11fa2b140	\Windows\System32\prflbmsg.dll	216
0x11fa2b7b0	\Windows\System32\wbiosrvc.dll	216
0x11fa2be60	\Windows\System32\localsec.dll	216
0x11fa2c250	\Windows\Fonts\segoeprb.ttf	216
0x11fa2daf0	\Windows\System32\msdtcVSp1res.dll	216
0x11fa2df20	\Windows\System32\oobe\oobeldr.exe	216
0x11fa2ea00	\Windows\Fonts\palabi.ttf	216
0x11fa2ef20	\Windows\System32\elsTrans.dll	216
0x11fa2f610	\Windows\System32\PerfCenterCPL.dll	216
0x11fa2fb20	\Windows\SysWOW64\NlsData0009.dll	216
0x11fa306c0	\Windows\SysWOW64\FXSRESM.dll	216
0x11fa32850	\Windows\System32\PortableDeviceStatus.dll	216
0x11fa32e60	\Program Files\Windows Defender\MpOAV.dll	216
0x11fa33640	\Windows\Fonts\upckl.ttf	216
0x11fa34180	\$Directory	216
0x11fa34790	\Windows\assembly\NativeImages_v2.0.50727_64\System.Transactions\051655963f24f9ade08486084c570086\System.Transactions.ni.dll	216
0x11fa34bc0	\Windows\SysWOW64\networkexplorer.dll	216
0x11fa364c0	\Windows\SysWOW64\EhStorShell.dll	216
0x11fa37380	\Windows\Fonts\upcib.ttf	216
0x11fa3aa20	\Windows\System32\SPInf.dll	216
0x11fa3b070	\Windows\System32\rpchttp.dll	216
0x11fa3b3c0	\Windows\System32\rdpendp.dll	216
0x11fa3ba90	\Windows\System32\control.exe	216
0x11fa3c340	\Windows\SysWOW64\drprov.dll	216
0x11fa3c830	\Windows\SysWOW64\ksuser.dll	216
0x11fa3ce60	\Windows\SysWOW64\sqmapi.dll	216
0x11fa3d3e0	\Windows\System32\isoburn.exe	216
0x11fa3e070	\Windows\System32\sti.dll	216
0x11fa3e2c0	\Windows\System32\net.exe	216
0x11fa44730	\Windows\Fonts\upcdbi.ttf	216
0x11fa46f20	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\A16C6C16D94F76E0808C087DFC657D99_1627966ADB4BCE373EB22E66FEC58B0C	216
0x11fa48220	\Windows\System32\tapiperf.dll	216
0x11fa49560	\Windows\System32\sppcomapi.dll	216
0x11fa4b300	\Windows\SysWOW64\DShowRdpFilter.dll	216
0x11fa4b970	\Windows\System32\Magnification.dll	216
0x11fa4bc40	\Windows\System32\systemcpl.dll	216
0x11fa4c640	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-i	216
0x11fa4e410	\Windows\System32\DxpTaskSync.dll	216
0x11fa4eb70	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E87CE99F124623F95572A696C80EFCAF_8E8D3D8C21E1F5DD1EFA497C9DCA77C0	216
0x11fa4ef20	\Windows\addins\FXSEXT.ecf	216
0x11fa4f9a0	\Windows\System32\wbem\Performance\WmiApRpl.ini.ini	216
0x11fa52710	\Windows\SysWOW64\ntlanman.dll	216
0x11fa55dd0	\Windows\System32\adsldpc.dll	216
0x11fa55f20	\Windows\System32\certprop.dll	216
0x11fa57540	\Windows\Fonts\davidbd.ttf	216
0x11fa58070	\Windows\Fonts\upcdi.ttf	216
0x11fa584e0	\Windows\Fonts\trado.ttf	216
0x11fa59070	\Windows\System32\sc.exe	216
0x11fa59480	\Windows\Fonts\nrkis.ttf	216
0x11fa60cc0	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx	216
0x11fa63590	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x11fa641c0	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data\f_000002	216
0x11fa65f20	\Users\Phil\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data\f_000003	216
0x11fa683a0	\Windows\System32\radardt.dll	216
0x11fa68f20	\Windows\assembly\NativeImages_v2.0.50727_64\System.Drawing\5910828a337dbe848dc90c7ae0a7dee2\System.Drawing.ni.dll	216
0x11fa698d0	\Users\Phil\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0x11fa69a20	\Users\Phil\AppData\Local\Google\Chrome\User Data\Last Browser	216
0x11fa6ad10	\Windows\System32\conhost.exe	216
0x11fa6c490	\Windows\SysWOW64\pcwum.dll	216
0x11fa6cf20	\Windows\Fonts\tunga.ttf	216
0x11fa6d070	\Windows\System32\cscdll.dll	216
0x11fa6d4c0	\Windows\System32\msls31.dll	216
0x11fa6d6d0	\Endpoint	216
0x11fa6de60	\Windows\System32\msacm32.drv	216
0x11fa6f070	\Windows\System32\uxsms.dll	216
0x11fa70780	\$Directory	216
0x11fa708d0	\Windows\System32\vmictimeprovider.dll	216
0x11fa72940	\Windows\System32\sysmain.dll	216
0x11fa72f20	\Windows\System32\syncui.dll	216
0x11fa73290	\Users\Phil\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt	216
0x11fa73c50	\Windows\System32\conhost.exe	216
0x11fa74070	\Windows\System32\diagperf.dll	216
0x11fa74290	\Users\Phil\AppData\Local\Google\Chrome\User Data\ZxcvbnData\1\passwords.txt	216
0x11fa75520	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015	216
0x11fa76460	\Windows\Fonts\verdana.ttf	216
0x11fa766c0	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357	216
0x11fa777a0	\$Directory	216
0x11fa7a070	\Windows\System32\dimsroam.dll	216
0x11fa7aa90	\Windows\SysWOW64\msidle.dll	216
0x11fa7c710	\Windows\SysWOW64\duser.dll	216
0x11fa7d730	\Windows\Fonts\upcebi.ttf	216
0x11fa7ead0	\Windows\SysWOW64\WindowsCodecs.dll	216
0x11fa7f1b0	\Windows\Fonts\georgiai.ttf	216
0x11fa82170	\Windows\Fonts\mriam.ttf	216
0x11fa82700	\Windows\Fonts\upcii.ttf	216
0x11fa83180	\Windows\System32\WPDShServiceObj.dll	216
0x11fa834d0	\Windows\Fonts\cordia.ttf	216
0x11fa83a60	\Windows\SysWOW64\atl.dll	216
0x11fa84130	\Windows\Fonts\Shonar.ttf	216
0x11fa845c0	\Windows\Fonts\browaz.ttf	216
0x11fa8a410	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\94308059B57B3142E455B38A6EB92015	216
0x11fa8c700	\Windows\System32\ci.dll	216
0x11fa90250	\$Directory	216
0x11fa91070	\Windows\System32\en-US\conhost.exe.mui	216
0x11fa91290	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F2DDCD2B5F37625B82E81F4976CEE400_5F59C8EE572264888C582E7B8B28CFF1	216
0x11fa913e0	\Windows\System32\termsrv.dll	216
0x11fa93b70	\Windows\System32\fms.dll	216
0x11fa93cc0	\Windows\SysWOW64\sxs.dll	216
0x11fa95340	\Windows\ehome\ehSSO.dll	216
0x11fa98070	\Windows\Fonts\impact.ttf	216
0x11fa98410	\Windows\Fonts\taileb.ttf	216
0x11fa9a070	\Windows\System32\en-US\conhost.exe.mui	216
0x11fa9b750	\Windows\System32\sysprep\sysprep.exe	216
0x11fa9bb80	\Windows\SysWOW64\dhcpcsvc6.dll	216
0x11fa9c200	\Windows\System32\notepad.exe	216
0x11fa9d6b0	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc\msvcr80.dll	216
0x11fa9e140	\Windows\System32\C_950.NLS	216
0x11faa0220	\Windows\System32\EhStorAuthn.exe	216
0x11faa0430	\Windows\System32\BdeHdCfgLib.dll	216
0x11faa0da0	\Windows\System32\esrb.rs	216
0x11faa1070	\Windows\System32\mdminst.dll	216
0x11faa4ad0	\Windows\assembly\Desktop.ini	216
0x11faa7070	\Windows\Fonts\symbol.ttf	216
0x11faa7510	\Windows\Fonts\plantc.ttf	216
0x11faa7f20	\Windows\Fonts\KhmerUI.ttf	216
0x11faa84e0	\Users\Phil\AppData\Roaming\Microsoft\Windows\Recent\file.lnk	216
0x11faaa070	\$Directory	216
0x11faaa290	\Windows\System32\AuxiliaryDisplayClassInstaller.dll	216
0x11faaa920	\Users\Phil\AppData\Roaming\Microsoft\Windows\Recent\passwords.lnk	216
0x11faabc20	\Windows\System32\consent.exe	216
0x11faadcc0	\Windows\System32\d3d10.dll	216
0x11faae6a0	\Windows\System32\DeviceUxRes.dll	216
0x11faaee60	\Windows\System32\rdrleakdiag.exe	216
0x11fab0650	\Windows\System32\C_28596.NLS	216
0x11fab0b30	\Windows\SysWOW64\mmc.exe	216
0x11fab1440	\Windows\Fonts\aparajb.ttf	216
0x11fab1970	\Windows\System32\mfps.dll	216
0x11fab21f0	\Windows\System32\eventvwr.msc	216
0x11fab2780	\Windows\System32\korwbrkr.lex	216
0x11fab4070	\Windows\System32\CertPolEng.dll	216
0x11fab4220	\Windows\SysWOW64\mscoree.dll	216
0x11fab4370	\Windows\SysWOW64\msacm32.dll	216
0x11fab4a20	\Users\Phil\Downloads	216
0x11fab6b00	\Users\Phil\Downloads\PC-20220106-001539.raw	216
0x11fab89e0	\Windows\SysWOW64\dllhost.exe	216
0x11fab8b30	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\A16C6C16D94F76E0808C087DFC657D99_1627966ADB4BCE373EB22E66FEC58B0C	216
0x11fab91d0	\Windows\Fonts\comic.ttf	216
0x11fab9700	\Windows\Fonts\lvnm.ttf	216
0x11fabb070	\Windows\Fonts\corbelz.ttf	216
0x11fabc640	\Windows\System32\attrib.exe	216
0x11fabcda0	\Windows\System32\ksproxy.ax	216
0x11fabdc40	\Windows\AppCompat\Programs\RecentFileCache.bcf	216
0x11fac1630	\Windows\Fonts\Candarab.ttf	216
0x11fac1d00	\Windows\Fonts\utsaahbi.ttf	216
0x11fac3070	\Program Files\Windows Journal\Journal.exe	216
0x11fac3460	\Windows\System32\PeerDistWSDDiscoProv.dll	216
0x11fac39e0	\$Directory	216
0x11fac55f0	\Windows\System32\PortableDeviceSyncProvider.dll	216
0x11fac5d00	\Windows\System32\DocumentPerformanceEvents.dll	216
0x11fac6700	\Windows\Fonts\constani.ttf	216
0x11fac6d40	\Windows\System32\pdhui.dll	216
0x11fac77b0	\Program Files (x86)\Internet Explorer\IEShims.dll	216
0x11fac7f20	\Program Files\Windows NT\Accessories\wordpad.exe	216
0x11fac9070	\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvc.dll	216
0x11fac95b0	\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe	216
0x11fac9bf0	\$Directory	216
0x11faca610	\Windows\Fonts\angsai.ttf	216
0x11facb070	\Windows\splwow64.exe	216
0x11facbe60	\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorwks.dll	216
0x11facc3f0	\Windows\Fonts\georgia.ttf	216
0x11facc8e0	\Windows\Fonts\ahronbd.ttf	216
0x11facd070	\Windows\assembly\NativeImages_v2.0.50727_64\System.Web.Services\2f157d250a738f7a6074e0f29b298998\System.Web.Services.ni.dll	216
0x11facdf20	\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorjit.dll	216
0x11fad0300	\Windows\System32\offfilt.dll	216
0x11fad0810	\Windows\System32\cttune.exe	216
0x11fad0c40	\Windows\System32\wecsvc.dll	216
0x11fad1070	\Windows\assembly\NativeImages_v2.0.50727_32\System.Drawing\dbfe8642a8ed7b2b103ad28e0c96418a\System.Drawing.ni.dll	216
0x11fad15f0	\Windows\Microsoft.NET\Framework64\v2.0.50727\CORPerfMonExt.dll	216
0x11fad1840	\Windows\assembly\GAC_MSIL\System.Xml\2.0.0.0__b77a5c561934e089\System.XML.dll	216
0x11fad43e0	\$Directory	216
0x11fad5070	\Windows\SysWOW64\mscms.dll	216
0x11fad5220	\Windows\Fonts\kalingab.ttf	216
0x11fad58c0	\Windows\Fonts\arabtype.ttf	216
0x11fad6470	\Windows\System32\WsmRes.dll	216
0x11fad6c40	\Windows\System32\ocsetup.exe	216
0x11fad7200	\Windows\SysWOW64\ddraw.dll	216
0x11fad77f0	\Windows\Fonts\Candarai.ttf	216
0x11fad7e60	\Windows\Fonts\cambriab.ttf	216
0x11fad8490	\Windows\assembly\NativeImages_v2.0.50727_64\System.Xml\ee795155543768ea67eecddc686a1e9e\System.Xml.ni.dll	216
0x11fad9070	\Windows\Prefetch\CONSENT.EXE-531BD9EA.pf	216
0x11fad95a0	\Windows\System32\mmc.exe	216
0x11fad9a90	\Users\Phil\AppData\Roaming\Microsoft\Windows\SendTo\Fax Recipient.lnk	216
0x11fadb280	\Windows\SysWOW64\mssphtb.dll	216
0x11fadbe60	\Windows\SysWOW64\NapiNSP.dll	216
0x11fadc520	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6\msvcr80.dll	216
0x11fadca90	\$Directory	216
0x11fadce60	\Windows\assembly\GAC_64\System.Data\2.0.0.0__b77a5c561934e089\System.Data.dll	216
0x11fadeaf0	\Windows\assembly\GAC_MSIL\MiguiControls\1.0.0.0__31bf3856ad364e35\MIGUIControls.dll	216
0x11fadf070	\Windows\Fonts\gishabd.ttf	216
0x11fadf5e0	\Windows\Fonts\angsaub.ttf	216
0x11fae0460	\Windows\Fonts\upclb.ttf	216
0x11fae14a0	\Windows\Fonts\upcfb.ttf	216
0x11fae1da0	\Windows\assembly\GAC_64\System.Transactions\2.0.0.0__b77a5c561934e089\System.Transactions.dll	216
0x11fae26a0	\Windows\Fonts\upcfi.ttf	216
0x11fae34c0	\Windows\SysWOW64\l_intl.nls	216
0x11fae3790	\Windows\System32\l_intl.nls	216
0x11fae4070	\Windows\assembly\NativeImages_v2.0.50727_64\MMCEx\b46af15d2e2ae2782f384bfc4a4c2c03\MMCEx.ni.dll	216
0x11fae4720	\$Directory	216
0x11fae55b0	\Windows\SysWOW64\authz.dll	216
0x11fae5d60	\Windows\Fonts\leelawad.ttf	216
0x11fae9280	\Windows\SysWOW64\perfhost.exe	216
0x11fae98f0	\Windows\System32\powercfg.cpl	216
0x11fae9f20	\Windows\System32\fvecpl.dll	216
0x11faee9c0	\Users\Phil\Downloads\DumpIt.exe	216
0x11faeeb10	\Windows\System32\imgutil.dll	216
0x11faeec60	\Users\Phil\Links\RecentPlaces.lnk	216
0x11faefaf0	\Windows\System32\msimtf.dll	216
0x11faf0530	\$Directory	216
0x11faf0e60	\Windows\assembly\NativeImages_v2.0.50727_32\System\9e0a3b9b9f457233a335d7fba8f95419\System.ni.dll	216
0x11faf1070	\Windows\assembly\GAC_MSIL\System\2.0.0.0__b77a5c561934e089\System.dll	216
0x11faf1400	\Windows\System32\net.exe	216
0x11faf1b20	\Windows\assembly\GAC_MSIL\MMCFxCommon\3.0.0.0__31bf3856ad364e35\MMCFxCommon.dll	216
0x11faf2160	\Windows\System32\procinst.dll	216
0x11faf2310	\Windows\System32\netlogon.dll	216
0x11faf2630	\Windows\assembly\GAC_MSIL\Microsoft.JScript\8.0.0.0__b03f5f7f11d50a3a\Microsoft.JScript.dll	216
0x11faf2940	\Windows\System32\WMNetMgr.dll	216
0x11faf33a0	\Windows\SysWOW64\printui.dll	216
0x11faf3f20	\Windows\System32\d3d10level9.dll	216
0x11faf5070	\Windows\assembly\NativeImages_v2.0.50727_32\System.Windows.Forms\3afcd5168c7a6cb02eab99d7fd71e102\System.Windows.Forms.ni.dll	216
0x11faf6070	\Windows\SysWOW64\t2embed.dll	216
0x11faf6580	\Windows\SysWOW64\mapi32.dll	216
0x11faf6e60	\Windows\System32\adsldp.dll	216
0x11faf74a0	\Windows\Web\Wallpaper\Architecture\Desktop.ini	216
0x11faf7f20	\Windows\SysWOW64\RpcRtRemote.dll	216
0x11faf83c0	\Windows\assembly\NativeImages_v2.0.50727_32\mscorlib\62a0b3e4b40ec0e8c5cfaa0c8848e64a\mscorlib.ni.dll	216
0x11faf8f20	\Windows\assembly\NativeImages_v2.0.50727_64\mscorlib\9469491f37d9c35b596968b206615309\mscorlib.ni.dll	216
0x11fafa070	\Windows\assembly\NativeImages_v2.0.50727_64\EventViewer\21464de9aa1dce17c1f42044129a986e\EventViewer.ni.dll	216
0x11fafb980	\Windows\System32\msimsg.dll	216
0x11fafbe00	\Windows\SysWOW64\mswsock.dll	216
0x11fafd620	\Windows\System32\sppcext.dll	216
0x11fafd930	\Windows\Fonts\kokilai.ttf	216
0x11fafe4d0	\Windows\Fonts\upcei.ttf	216
0x11fafea60	\Windows\Fonts\upcel.ttf	216
0x11faff3b0	\Windows\SysWOW64\wdmaud.drv	216
0x11faffa80	\Windows\System32\l2nacp.dll	216
0x11fb00990	\Windows\Fonts\upcji.ttf	216
0x11fb00f20	\Windows\Fonts\upcjb.ttf	216
0x11fb01580	\Windows\Fonts\himalaya.ttf	216
0x11fb04cc0	\Users\Phil\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini	216
0x11fb06070	\Windows\assembly\NativeImages_v2.0.50727_64\System.EnterpriseSe#\a6155c70b3df6c860303ffee7b560ade\System.EnterpriseServices.ni.dll	216
0x11fb07cc0	\Windows\System32\FirewallControlPanel.dll	216
0x11fb085f0	\Windows\Fonts\aparajbi.ttf	216
0x11fb08c40	\Windows\System32\ddraw.dll	216
0x11fb09290	\Windows\System32\wusa.exe	216
0x11fb09820	\Windows\Fonts\Candara.ttf	216
0x11fb0b710	\Windows\Fonts\cambriaz.ttf	216
0x11fb0b9e0	\Windows\SysWOW64\Query.dll	216
0x11fb0c5f0	\Windows\Fonts\upcll.ttf	216
0x11fb0ce20	\Windows\Fonts\rod.ttf	216
0x11fb0dd60	\Windows\SysWOW64\mmres.dll	216
0x11fb0e780	\Windows\System32\fdeploy.dll	216
0x11fb0ebb0	\Windows\System32\scrobj.dll	216
0x11fb0eec0	\Windows\System32\Tabbtn.dll	216
0x11fb0f310	\Windows\System32\comsvcs.dll	216
0x11fb0f730	\Windows\SysWOW64\security.dll	216
0x11fb0fbc0	\Windows\Fonts\simpo.ttf	216
0x11fb10290	\Windows\System32\puiapi.dll	216
0x11fb10be0	\Windows\System32\TabSvc.dll	216
0x11fb111f0	\Windows\Fonts\upcki.ttf	216
0x11fb11780	\Windows\Fonts\upcjl.ttf	216
0x11fb13360	\Windows\Fonts\upcibi.ttf	216
0x11fb14430	\Windows\Fonts\upcdl.ttf	216
0x11fb14a80	\Windows\Fonts\david.ttf	216
0x11fb154b0	\Windows\System32\polstore.dll	216
0x11fb15b20	\Windows\SysWOW64\devenum.dll	216
0x11fb167b0	\Windows\Fonts\upcjbi.ttf	216
0x11fb16da0	\Windows\SysWOW64\Wpc.dll	216
0x11fb17380	\Windows\System32\pla.dll	216
0x11fb17a30	\Windows\System32\reg.exe	216
0x11fb17e60	\Windows\Fonts\lvnmbd.ttf	216
0x11fb19070	\Windows\Fonts\angsa.ttf	216
0x11fb19400	\Windows\System32\dpx.dll	216
0x11fb1a610	\Users\Phil\AppData\Local\Microsoft\Windows\History\History.IE5\MSHist012022010520220106\index.dat	216
0x11fb1ae60	\Windows\Web\Wallpaper\Landscapes\Desktop.ini	216
0x11fb1c390	\Windows\Fonts\simpbdo.ttf	216
0x11fb1f6f0	\Windows\SysWOW64\evr.dll	216
0x11fb1fda0	\Windows\System32\url.dll	216
0x11fb20510	\Windows\System32\quartz.dll	216
0x11fb20be0	\Windows\SysWOW64\nlaapi.dll	216
0x11fb23070	\$Directory	216
0x11fb23260	\$Directory	216
0x11fb23570	\Windows\Web\Wallpaper\Characters\Desktop.ini	216
0x11fb23dd0	\Windows\System32\desk.cpl	216
0x11fb23f20	\Windows\System32\clb.dll	216
0x11fb24070	\Windows\System32\SessEnv.dll	216
0x11fb24260	\Windows\System32\qmgrprxy.dll	216
0x11fb243b0	\Windows\System32\wpdshext.dll	216
0x11fb24c10	\Windows\System32\ActionCenterCPL.dll	216
0x11fb26070	\Windows\Fonts\upcdb.ttf	216
0x11fb26b00	\Windows\System32\mssvp.dll	216
0x11fb27690	\Windows\System32\dot3svc.dll	216
0x11fb27d00	\Windows\System32\wscript.exe	216
0x11fb28070	\Windows\Web\Wallpaper\Nature\Desktop.ini	216
0x11fb28650	\$Directory	216
0x11fb29ba0	\Windows\Fonts\sylfaen.ttf	216
0x11fb2a480	\Windows\Fonts\kartika.ttf	216
0x11fb2a6e0	\Windows\inf\WmiApRpl\WmiApRpl.h	216
0x11fb2ac20	\Windows\System32\fontext.dll	216
0x11fb2b070	\Windows\Fonts\taile.ttf	216
0x11fb2b380	\Windows\Fonts\kokilabi.ttf	216
0x11fb2b9a0	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx	216
0x11fb2cdd0	\Windows\Fonts\nyala.ttf	216
0x11fb2cf20	\Windows\System32\aelupsvc.dll	216
0x11fb2e720	\Windows\Fonts\utsaah.ttf	216
0x11fb2ed00	\Windows\System32\cmd.exe	216
0x11fb2f430	\Windows\System32\wersvc.dll	216
0x11fb2fe60	\Windows\System32\dsound.dll	216
0x11fb307c0	\Windows\Fonts\gisha.ttf	216
0x11fb324e0	\Windows\Fonts\framd.ttf	216
0x11fb36380	\Windows\Fonts\browai.ttf	216
0x11fb369d0	\Windows\Fonts\aparaj.ttf	216
0x11fb36e60	\Windows\Fonts\kokila.ttf	216
0x11fb37200	\Windows\Fonts\monbaiti.ttf	216
0x11fb37860	\Windows\SysWOW64\dui70.dll	216
0x11fb386b0	\Windows\Fonts\angsab.ttf	216
0x11fb38da0	\Windows\Fonts\trebuc.ttf	216
0x11fb3a9e0	\Windows\SysWOW64\sfc.dll	216
0x11fb3ab30	\Windows\System32\perfh009.dat	216
0x11fb3bf20	\Windows\System32\apds.dll	216
0x11fb3c070	\Windows\Fonts\browau.ttf	216
0x11fb3c5b0	\Windows\Fonts\upcfbi.ttf	216
0x11fb3cb40	\Windows\System32\spp.dll	216
0x11fb3e2e0	\Windows\Fonts\ebrima.ttf	216
0x11fb3e810	\Windows\Fonts\mriamc.ttf	216
0x11fb3ee60	\Windows\Fonts\angsau.ttf	216
0x11fb3f700	\Windows\Fonts\upcli.ttf	216
0x11fb41650	\Windows\System32\pdh.dll	216
0x11fb41c40	\Windows\Fonts\corbel.ttf	216
0x11fb42490	\Windows\System32\pcaui.exe	216
0x11fb42b90	\Windows\SysWOW64\pcwum.dll	216
0x11fb43070	\Windows\Fonts\upckbi.ttf	216
0x11fb43370	\Windows\System32\net1.exe	216
0x11fb43900	\Windows\Fonts\vijaya.ttf	216
0x11fb45dd0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x11fb45f20	\Windows\Prefetch\WMIADAP.EXE-F8DFDFA2.pf	216
0x11fb46400	\Windows\Fonts\browauz.ttf	216
0x11fb46af0	\Windows\System32\dciman32.dll	216
0x11fb46f20	\Windows\System32\osbaseln.dll	216
0x11fb48220	\Windows\Fonts\browaub.ttf	216
0x11fb48810	\Windows\Fonts\cordiau.ttf	216
0x11fb48da0	\Windows\Fonts\vijayab.ttf	216
0x11fb4a070	\Windows\Fonts\moolbor.ttf	216
0x11fb4a400	\Windows\SysWOW64\msmpeg2adec.dll	216
0x11fb4b310	\Windows\SysWOW64\cryptsp.dll	216
0x11fb4bc20	\Windows\System32\en-US\zipfldr.dll.mui	216
0x11fb4ca50	\Windows\winsxs\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms	216
0x11fb4cc70	\Windows\System32\C_949.NLS	216
0x11fb4cf20	\Windows\System32\mfpmp.exe	216
0x11fb4d5b0	\Windows\System32\PhotoMetadataHandler.dll	216
0x11fb4da00	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4WHC.evtx	216
0x11fb4e830	\Windows\Fonts\verdanai.ttf	216
0x11fb4edc0	\Windows\SysWOW64\msdmo.dll	216
0x11fb511d0	\Users\Phil\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\F0ACCF77CDCBFF39F6191887F6D2D357	216
0x11fb51320	\Users\Phil\AppData\Local\Google\Chrome\User Data\BrowserMetrics\BrowserMetrics-61D63498-C38.pma	216
0x11fb522c0	\Windows\System32\migwiz\migres.dll	216
0x11fb52790	\Windows\SysWOW64\WindowsCodecs.dll	216
0x11fb52f20	\Windows\System32\en-US\devmgmt.msc	216
0x11fb554f0	\Windows\SysWOW64\upnp.dll	216
0x11fb55ae0	\Windows\SysWOW64\ieui.dll	216
0x11fb56070	\Windows\System32\C_1251.NLS	216
0x11fb56380	\Windows\System32\McxDriv.dll	216
0x11fb56be0	\Windows\System32\attrib.exe	216
0x11fb57c00	\Windows\Prefetch\IEXPLORE.EXE-4B6C9213.pf	216
0x11fb58220	\Windows\System32\perfctrs.dll	216
